id,reference,currentStage,edition,publicationDate
88650,ISO/AWI 9951,2000,2,
88651,ISO/CD 24270,3060,1,
88652,ISO 24953:2026,6060,1,2026-07-02
88653,ISO/PWI 24954-1,0060,1,
88654,ISO/IEC/IEEE 8802-1AE:2020/Amd 4:2024,6060,2,2024-11-07
88655,ISO/IEC/IEEE 8802-15-9:2024,6060,1,2024-12-10
88656,ISO/FDIS 21870,5000,2,
88657,ISO/IEC/IEEE 8802-1Q:2024/Amd 35:2024,6060,3,2024-11-07
88658,ISO/DIS 28564-1,4098,2,
88659,ISO/IEC/IEEE 8802-15-4:2024,9092,3,2024-07-26
88660,ISO 21384-3:2026,6060,3,2026-08-07
88661,ISO 23665:2026,6060,3,2026-08-18
88662,ISO/PWI 24955,0060,1,
88663,ISO 28641:2026,6060,3,2026-08-14
88664,ISO/IEC 24956,6000,1,
88665,ISO/DIS 21043-2,4000,2,
88667,ISO/DIS 19617,4098,2,
88668,ISO/CD 18662-1,3098,2,
88669,ISO/PWI 29010,0098,1,
88670,ISO 19008:2026,6060,2,2026-06-02
88671,ISO/PRF 8178-1,5000,5,
88672,ISO/PRF 8178-4,5000,5,
88673,ISO/PRF 8178-5,5000,5,
88674,ISO/DIS 17929,4000,1,
88675,ISO/DIS 24959,4060,1,
88676,ISO/WD 19087,2098,2,
88677,ISO/CD 24960,3060,1,
88679,ISO/PWI 19170-1,0098,2,
88680,ISO/AWI 19170-4,2000,1,
88683,ISO/AWI 472-5,2000,1,
88684,ISO/DTR 24962,5020,1,
88685,ISO/CD 18646-7,3060,1,
88686,ISO 19870-1:2026,6060,1,2026-04-13
88687,ISO/DIS 19870-2,4099,1,
88688,ISO/DIS 19870-3,4099,1,
88689,ISO/DIS 19870-4,4099,1,
88690,ISO/FDIS 8434-2,5000,3,
88691,ISO/DIS 6162-1,4060,3,
88692,ISO 1629:2025,6060,5,2025-04-10
88693,ISO 1382:2025,6060,8,2025-07-21
88695,ISO/DIS 14708-1,4000,3,
88696,ISO/DIS 10974,4060,1,
88701,ISO/WD 24965,2098,1,
88702,ISO/NP 23918,1098,1,
88703,ISO/FDIS 20387,5000,2,
88704,ISO 4184:2025,6060,3,2025-10-27
88705,ISO 4183:2026,6060,4,2026-01-30
88706,ISO 1813:2025,6060,5,2025-10-20
88707,ISO/TS 10303-1028:2025,6060,1,2025-11-05
88708,ISO 24966:2026,6060,1,2026-03-27
88709,ISO/NP 24967,1020,1,
88710,ISO/IEC FDIS 22237-5,5000,1,
88711,ISO/IEC TS 22237-31:2026,6060,2,2026-02-03
88712,ISO/WD 24968-1.4,2060,1,
88714,ISO 20417:2026,6060,2,2026-03-17
88715,ISO/WD 18250-3,2098,2,
88716,ISO 18250-8:2018/WD Amd 1,2098,1,
88719,ISO/TS 24972:2026,6060,1,2026-02-03
88721,ISO/FDIS 14250,5020,2,
88722,ISO/PAS 24969:2025,6060,1,2025-10-28
88723,ISO/IEC FDIS 24970,5000,1,
88724,ISO/IEC FDIS 22536,5000,3,
88725,ISO 24975:2026,6060,1,2026-02-06
88729,ISO/CD 24982,3060,1,
88730,ISO 24976:2026,6060,1,2026-01-30
88731,ISO/NP 24983,1098,1,
88732,ISO/NP 24984,1098,1,
88733,ISO 19741:2025,6060,2,2025-05-19
88734,ISO 21575:2026,6060,2,2026-01-22
88736,ISO/NP 24985,1098,1,
88737,ISO/PWI 24986,0020,1,
88738,ISO 24987,6000,1,
88739,ISO 7176-14:2022/Amd 1:2025,6060,3,2025-03-14
88742,ISO/IEC 9594-1:2020/Amd 1:2025,6060,9,2025-05-16
88743,ISO/IEC 9594-2:2020/Amd 2:2025,6060,9,2025-05-16
88744,ISO/IEC 9594-3:2020/Amd 1:2025,6060,9,2025-05-16
88745,ISO/IEC 9594-4:2020/Amd 1:2025,6060,9,2025-05-16
88746,ISO/AWI 15118-11,2000,1,
88747,ISO 15118-4:2018/DAmd 1,4098,1,
88748,ISO/CD 24990,3092,1,
88749,ISO/IEC 9594-5:2020/Amd 1:2025,6060,9,2025-05-19
88750,ISO/IEC 9594-6:2020/Amd 1:2025,6060,9,2025-05-19
88751,ISO/IEC 9594-7:2020/Amd 1:2025,6060,9,2025-05-19
88752,ISO/IEC 9594-8:2020/Amd 1:2025,6060,9,2025-05-19
88753,ISO/IEC 9594-9:2020/Amd 1:2025,6060,8,2025-05-19
88754,ISO/WD 22343-3,2098,1,
88755,ISO 7176-25:2022/Amd 1:2025,6060,2,2025-05-16
88756,ISO/WD 24991,2060,1,
88757,ISO/WD 24992,2060,1,
88758,ISO/DIS 24993,4099,1,
88759,ISO 24994:2026,6060,1,2026-07-28
88760,ISO/NP 24995,1098,1,
88761,ISO 24996,6000,1,
88762,ISO 25003:2026,6060,1,2026-02-06
88763,ISO/CD 25004.2,3060,1,
88764,ISO/IEC DIS 21252,4000,1,
88765,ISO/IEC 25005-1:2026,6060,1,2026-07-15
88766,ISO/TS 25006:2025,6060,1,2025-07-15
88767,ISO/DIS 15118-4,4060,2,
88768,ISO 21396,6000,1,
88769,ISO 6502-1:2025,6060,2,2025-07-16
88770,ISO 6502-2:2025,6060,2,2025-07-16
88771,ISO 2007:2025,6060,6,2025-05-16
88772,ISO/CD 13226,3098,5,
88773,ISO/CD 23233,3098,3,
88774,ISO/IEC CD TS 25007,3099,1,
88775,ISO 247-1:2026,6060,2,2026-08-20
88776,ISO/DTS 25008-1.2,5000,1,
88777,ISO 4650:2026,6060,4,2026-07-28
88778,ISO 7270-2:2024,6060,3,2024-05-24
88779,ISO/DIS 25009,4099,1,
88780,ISO/DIS 25013,4099,1,
88781,ISO 25014:2026,6060,1,2026-05-27
88782,ISO/IEC NP 29794-9,1098,1,
88783,ISO 13061-15:2025,6060,2,2025-05-05
88784,ISO 13061-16:2025,6060,2,2025-03-25
88785,ISO 3410,6000,3,
88786,ISO/DTS 25008-2.2,5000,1,
88787,ISO 25178-71,6000,3,
88788,ISO 24631-1:2025,6060,3,2025-02-21
88789,ISO/DIS 13993,4060,3,
88790,ISO/PWI 25015,0060,1,
88791,ISO 21701:2025,6060,2,2025-10-22
88792,ISO 9073-11:2026,6060,2,2026-01-30
88793,ISO 9073-8:2025,6060,2,2025-10-06
88794,ISO/DIS 22000,4060,3,
88795,ISO/CD 15368-2,3060,1,
88796,ISO 15608:2025,6060,1,2025-10-16
88797,ISO/WD 25017-1,2098,1,
88798,ISO/FDIS 3219-3,5020,1,
88799,ISO/IEC 20924:2024,9092,3,2024-02-22
88800,ISO/IEC 30141:2024,9092,2,2024-08-27
88801,ISO 25018:2026,6060,1,2026-02-06
88802,ISO/DIS 11737-1,4060,4,
88803,ISO/CD 7507-7,3060,1,
88804,ISO 12815:2025,6060,2,2025-02-26
88805,ISO 12817:2025,6060,2,2025-02-26
88806,ISO 13171:2016/Amd 1:2025,6060,1,2025-07-29
88807,ISO 18491:2026,6060,1,2026-06-23
88809,ISO/AWI TR 25028,2000,1,
88810,ISO/DIS 3826-2,4060,2,
88811,ISO/DIS 3826-3,4060,2,
88812,ISO/DIS 7271-1,4020,1,
88813,ISO/DIS 7271-2,4020,1,
88814,ISO/DIS 7271-3,4020,1,
88815,ISO/DIS 3826-4,4060,2,
88816,ISO/DIS 7870-5.2,4060,2,
88817,ISO/IEC DIS 25029,4020,1,
88818,ISO 3957:2025,6060,1,2025-07-01
88819,ISO/NP 25031,1098,1,
88820,ISO/DTR 7035-1,5000,1,
88821,ISO/TR 7035-2:2024,6060,1,2024-09-30
88823,ISO/DIS 56011,4020,1,
88824,ISO/WD 25034,2060,1,
88825,ISO/WD 25035,2060,1,
88826,ISO/WD 25036,2060,1,
88827,ISO/AWI 25037,2000,1,
88829,ISO 22568-1:2019/CD Amd 1,3098,1,
88832,ISO/PWI 25047,0098,1,
88833,ISO 22568-2:2019/Amd 1:2025,6060,1,2025-11-21
88834,ISO 22568-1:2019/Amd 1:2025,6060,1,2025-11-21
88835,ISO/IEC/IEEE CD 25000-70.3,3099,1,
88836,ISO/IEC TS 19770-13:2026,6060,1,2026-04-13
88837,ISO/IEC/IEEE CD 29119-14,3060,1,
88838,ISO/DIS 25033-1,4020,1,
88839,ISO/CD 25048.2,3099,1,
88840,ISO/IEC TS 22604:2024,6060,2,2024-12-05
88841,ISO/IEC DIS 30136,4060,2,
88842,ISO/IEC AWI 25049-1,2000,1,
88843,ISO/IEC AWI TR 25050,2000,1,
88845,ISO/IEC AWI TS 25054,2000,1,
88846,ISO/CD TS 25055,3098,1,
88847,ISO 8000-115:2024,6060,2,2024-06-12
88848,IEC/CD TS 62366-2,3099,1,
88849,ISO/IEC 14543-5-104:2024,6060,1,2024-01-18
88850,ISO/DTS 3691-8.2,5020,3,
88851,ISO/DIS 25056,4099,1,
88852,ISO/IEC DTS 25005-3,5000,1,
88853,ISO/IEC/IEEE NP 29119-16,1098,1,
88854,ISO/FDIS 13571-5,5020,1,
88855,ISO/AWI TR 25057,2000,1,
88856,ISO/CD 25071,3060,1,
88857,ISO/PRF 25072,5000,1,
88858,ISO 683-3:2022/WD Amd 1,2098,4,
88859,ISO/FDIS 8102-1,5000,2,
88860,ISO/FDIS 8102-2,5000,2,
88862,ISO 26324:2025,6060,3,2025-03-13
88866,ISO 3210:2025,6060,5,2025-10-01
88867,ISO/CD 9607-2,3099,1,
88869,ISO/CD 9607-4,3099,1,
88870,ISO/IEC CD TR 23281,3060,1,
88871,ISO/PRF 25074,5000,1,
88872,ISO/DIS 25075,4060,1,
88873,ISO/WD 25076,2098,1,
88875,ISO/TR 25078:2025,6060,1,2025-05-16
88877,ISO/TR 25080:2025,6060,1,2025-05-15
88878,ISO 25081:2026,6060,1,2026-05-19
88879,ISO/IEC DIS 23888-2,4060,1,
88880,ISO/FDIS 25082-1,5000,1,
88881,ISO 20252,6000,4,
88882,ISO/DIS 25084,4060,1,
88883,ISO 22514-2:2026,6060,3,2026-02-06
88884,ISO/CD TR 26367-5,3060,1,
88885,ISO/AWI 520,2000,3,
88887,ISO/WD 16002,2020,2,
88888,ISO/AWI 25077,2000,1,
88890,ISO/IEC CD 30202,3000,1,
88908,ISO 9706:2025,6060,2,2025-05-29
88909,ISO 11108:2025,6060,2,2025-05-29
88910,ISO/IEC 15444-16:2025,6060,3,2025-08-01
88911,ISO/IEC 6048-1:2025,6060,1,2025-09-01
88912,ISO/IEC 21122-4:2025,6060,3,2025-04-24
88913,ISO/IEC 19566-5:2023/Amd 1:2025,6060,2,2025-03-27
88914,ISO/IEC 19566-6:2019/Amd 2:2025,9599,1,2025-03-27
88915,ISO/IEC 19566-7:2022/Amd 1:2025,6060,1,2025-01-08
88916,ISO 23999:2025,6060,4,2025-11-26
88917,ISO/WD 25079,2099,1,
88918,ISO/DIS 17089-2,4000,2,
88919,ISO/DTS 25083,5000,1,
88920,ISO/AWI TR 25085,1099,1,
88921,ISO/DIS 11138-6,4060,1,
88922,ISO 25086-1:2026,6060,1,2026-01-30
88923,ISO/DIS 4254-18,4060,1,
88924,ISO/IEC 19752:2025,6060,3,2025-11-20
88925,ISO/IEC 19798:2025,6060,4,2025-11-20
88926,ISO 20760-1:2025,6060,2,2025-11-14
88927,ISO 20760-2:2025,6060,2,2025-11-14
88928,ISO/IEC 30134-4:2017/Amd 1:2025,6060,1,2025-03-11
88929,ISO/IEC 30134-5:2017/Amd 1:2025,6060,1,2025-03-11
88930,ISO/AWI TR 11225,2000,2,
88931,ISO/FDIS 19900,5000,4,
88932,ISO/DIS 15390,4099,2,
88933,ISO 20188:2025,6060,2,2025-04-08
88934,ISO 20892:2025,6060,2,2025-05-21
88935,ISO 22067-2:2026,6060,1,2026-05-19
88936,ISO 2478:2025,6060,3,2025-09-08
88937,ISO 5017:2025,6060,4,2025-09-05
88938,ISO/TR 25087:2025,6060,1,2025-05-02
88939,ISO/DIS 24635-2,4060,1,
88940,ISO/AWI 3082,2000,6,
88941,ISO/CD 3084,3098,4,
88942,ISO/TR 25088:2026,6060,1,2026-01-23
88943,ISO 25089:2025,6060,1,2025-07-21
88944,ISO/DIS 19072-1,4020,4,
88945,ISO/WD 19072-2,2098,4,
88946,ISO/DIS 19072-4,4020,2,
88947,ISO/DIS 11227,4093,2,
88948,ISO/TR 18146,6000,3,
88949,ISO/IEC 39794-2:2023/PRF Amd 1,5000,1,
88950,ISO/DIS 4919,4000,3,
88951,ISO/FDIS 11932,5020,2,
88952,ISO/DIS 23041,4099,3,
88953,ISO/PAS 25090,6000,1,
88954,ISO/PWI 15066,0098,1,
88955,IWA 46:2024,6060,1,2024-08-28
88956,ISO/IEC 29167-13:2026,6060,2,2026-03-06
88957,ISO/IEC 29167-11:2025,6060,3,2025-09-25
88958,ISO/CD 55002.2,3060,3,
88959,ISO/IEC 29167-10:2026,6060,3,2026-03-06
88960,ISO/IEC 19823-22:2026,6060,2,2026-03-06
88961,ISO/IEC 19823-21:2026,6060,2,2026-03-06
88962,ISO/IEC 19823-13:2026,6060,2,2026-03-06
88963,ISO/IEC 19823-11:2025,6060,2,2025-09-19
88964,ISO/IEC 19823-10:2026,6060,3,2026-03-06
88965,ISO/PAS 25091:2026,6060,1,2026-03-19
88966,ISO/IEC TR 11801-9909:2020/Cor 1:2024,6060,1,2024-02-02
88967,ISO/DIS 16400-6,4060,1,
88968,ISO/IEC 19823-16:2026,6060,2,2026-03-09
88970,ISO/IEC DIS 27045.2,4060,1,
88971,ISO/IEC DIS 25093-1,4020,1,
88972,ISO/DIS 25094-1,4099,1,
88973,ISO/IEC 22460-3:2026,6060,1,2026-02-02
88974,ISO/WD 3020-1,2098,2,
88975,ISO/WD 3020-2,2098,2,
88976,ISO/WD 3020-3,2098,2,
88977,ISO/WD 3020-4,2098,2,
88980,ISO/WD 3020-5,2098,4,
88981,ISO 25095-1:2026,6060,1,2026-03-17
88982,ISO/NP 25095-2,1098,1,
88983,ISO/DIS 20471,4060,2,
88984,ISO 19011:2026,6060,4,2026-05-27
88985,ISO/DIS 25096,4060,1,
88986,ISO/FDIS 21094,5000,2,
88987,ISO/FDIS 14132-5,5000,2,
88988,ISO/CD TS 17137,3060,4,
88989,ISO 11126-10:2025,6060,3,2025-11-11
88990,ISO/IEC 9995-9:2026,6060,2,2026-01-23
88991,ISO/IEC 9995-10:2025,6060,2,2025-11-21
88992,ISO/IEC FDIS 25098,5020,1,
88993,ISO/FDIS 25097,5000,1,
88994,ISO 25099:2026,6060,1,2026-02-10
88995,ISO 25115:2026,6060,1,2026-03-20
88996,ISO/DIS 8559-6,4060,1,
88997,ISO 31657-1:2025,6060,1,2025-10-16
88998,ISO 31657-2:2025,6060,1,2025-10-16
88999,ISO 31657-3:2025,6060,1,2025-10-16
89000,ISO 31657-4:2025,6060,1,2025-10-16
89001,ISO/WD 25027,2020,1,
89002,ISO/CD 25116-1,3098,1,
89003,ISO/CD 25116-2,3098,1,
89004,ISO/PRF 25116-1,5000,1,
89005,ISO/PRF 25116-2,5000,1,
89006,ISO/PRF 25116-3,5000,1,
89007,ISO/CD 25120-1,3099,1,
89008,ISO/CD 25120-2,3099,1,
89009,ISO/IEC CD 7816-8,3060,6,
89010,ISO/PRF 25121,5020,1,
89011,ISO/PRF 25122,5020,1,
89012,ISO/DIS 24389-2,4060,1,
89013,ISO/CD TR 22411-2,3060,1,
89014,ISO/CD TR 19121,3060,2,
89016,ISO/FDIS 8104-1,5020,1,
89017,ISO/PWI 25123,0098,1,
89018,ISO/DTR 17329,5020,2,
89019,ISO/WD 13769,2060,4,
89020,ISO/PAS 18940-1:2025,6060,2,2025-05-19
89021,ISO 18203:2026,6060,2,2026-01-27
89022,ISO/CD 25124,3098,1,
89023,ISO/PWI 25125,0098,1,
89024,ISO/CD 25126.2,3020,1,
89025,ISO 17510:2025,6060,2,2025-11-26
89027,ISO/IEC 23009-1:2026,6060,6,2026-07-14
89028,ISO/CD 11114-1,3020,4,
89029,ISO/CD 11114-2,3020,4,
89030,ISO/IEC 23090-5:2025,9599,3,2025-03-03
89031,ISO/IEC 21122-5:2025,6060,3,2025-10-15
89032,ISO/IEC CD 23090-13,3098,2,
89033,ISO/DIS 5565-1.2,4060,2,
89034,ISO/NP 5565-2,1098,2,
89035,ISO/IEC 23008-12:2025,6060,3,2025-07-03
89036,ISO/IEC 23003-4:2025,6060,3,2025-03-19
89037,ISO/IEC 23090-34:2025,6060,1,2025-11-05
89038,ISO/IEC DIS 21617-2,4060,1,
89039,ISO/IEC WD 23000-24,2098,1,
89040,ISO/IEC 19566-8:2023/Amd 1:2025,6060,1,2025-03-27
89041,ISO/IEC 19566-10:2024/Amd 1:2025,6060,1,2025-10-21
89042,ISO/IEC 13818-1:2023/DAmd 1,4098,9,
89043,ISO/IEC 23000-19:2024/Amd 2:2026,6060,3,2026-07-27
89044,ISO/IEC 23008-12:2025/Amd 1:2025,6060,3,2025-10-13
89045,ISO/IEC TR 23888-3:2026,6060,1,2026-06-15
89046,ISO 22915-8:2026,6060,3,2026-05-04
89047,ISO/CD 24961,3020,1,
89048,ISO/FDIS 19085-1,5000,3,
89049,ISO/TS 25128,6000,1,
89050,ISO 19178-1:2025,9092,1,2025-05-27
89051,ISO/DIS 19867-1,4060,2,
89053,IEC/CD 81346-20,3060,1,
89054,ISO 23515:2022/Amd 1:2024,6060,1,2024-12-06
89055,ISO 4259-1:2026,6060,2,2026-06-09
89056,ISO/IEC 26131:2024,6060,1,2024-10-01
89057,ISO/IEC 26132:2024,6060,1,2024-10-01
89058,ISO 4259-2:2026,6060,2,2026-06-09
89059,ISO/IEC 26133:2024,6060,1,2024-10-01
89060,ISO/IEC 26134:2024,6060,1,2024-10-01
89061,ISO/IEC 26135:2024,6060,1,2024-10-01
89062,ISO/IEC 26136:2024,6060,1,2024-10-01
89063,ISO/IEC 26137:2024,6060,1,2024-10-01
89064,ISO/IEC 26138:2024,6060,1,2024-10-01
89065,ISO/IEC 26139:2024,6060,1,2024-10-01
89066,ISO/DIS 13734,4060,3,
89067,ISO 2507:2026,6060,3,2026-01-26
89068,ISO/DIS 21372,4000,1,
89069,ISO/IEC DIS 25000-23.2,4000,1,
89070,ISO/IEC/IEEE FDIS 26513,5020,2,
89071,ISO/IEC 39794-5:2019/WD Amd 1,2098,1,
89072,ISO/IEC 19785-4:2025,6060,2,2025-07-25
89073,ISO 13997:2024,6060,3,2024-10-11
89074,ISO/IEC/IEEE 32857:2026,6060,1,2026-04-29
89075,ISO/DTS 7817-2,5000,1,
89077,ISO/DIS 7817-3,4060,1,
89078,ISO/IEC/IEEE 8802-1Q:2024/Amd 37:2025,6060,3,2025-03-31
89079,ISO/IEC/IEEE 8802-1Q:2024/Amd 36:2025,6060,3,2025-02-26
89080,ISO/CD 25130,3060,1,
89081,ISO 3961:2024,6060,7,2024-12-19
89082,ISO 18363-2:2025,6060,2,2025-01-08
89083,ISO 25131:2025,6060,1,2025-09-23
89086,ISO 7001:2023/DAmd 102,4098,4,
89087,ISO 7001:2023/DAmd 103,4098,4,
89088,ISO 7001:2023/DAmd 104,4098,4,
89089,ISO 7001:2023/DAmd 105,4098,4,
89090,ISO/NP 6020-1,1098,4,
89091,ISO 7001:2023/DAmd 106,4098,4,
89092,ISO/WD 6022,2098,3,
89093,ISO/WD 8132,2098,5,
89094,ISO/WD 8133,2098,5,
89095,ISO/DIS 25132,4060,1,
89096,ISO/DIS 25133,4000,1,
89097,ISO/DIS 17369,4099,2,
89098,ISO/DIS 25134,4060,1,
89099,ISO/DIS 25135,4020,1,
89100,ISO 25136:2026,6060,1,2026-08-17
89101,ISO/DIS 25141,4000,1,
89102,ISO/DIS 25142,4000,1,
89103,ISO 24650:2024,6060,1,2024-09-10
89105,ISO/TS 25144-1:2026,6060,1,2026-08-04
89106,ISO/TR 25145:2026,6060,1,2026-02-04
89107,ISO/FDIS 18489,5000,2,
89108,ISO/PWI 81346-16,0098,1,
89109,ISO 11925-2:2026,6060,5,2026-01-16
89110,ISO/FDIS 5660-5,5000,1,
89111,ISO/DIS 13784-1,4099,3,
89113,IEC 80601-2-60:2019/DAmd 1,4099,2,
89114,ISO/CD 6789-3.2,3000,1,
89115,ISO/WD 25147,2098,1,
89116,ISO/PRF 19123-2,5020,2,
89117,ISO/DIS 19163-2,4060,2,
89118,ISO/IEC 14496-15:2024,6060,7,2024-10-31
89119,ISO/IEC 23001-10:2020/Amd 2:2025,6060,2,2025-10-20
89120,ISO/IEC 23001-17:2024/Amd 2:2025,6060,1,2025-08-13
89121,ISO 16900-6:2021/Amd 1:2025,6060,2,2025-01-23
89122,ISO 16140-3:2021/NP Amd 2,1098,1,
89123,ISO/DIS 19377,4099,2,
89126,ISO 19383:2026,6060,1,2026-06-01
89127,ISO/DIS 24944,4020,1,
89128,ISO 52016-3:2023/Amd 1:2025,6060,1,2025-09-19
89129,ISO 16994:2026,6060,3,2026-06-10
89130,ISO/DIS 25146,4099,1,
89131,ISO/CD 4240-5,3060,1,
89132,ISO/DIS 20304-3,4020,1,
89133,ISO 23016-1:2025,6060,1,2025-07-23
89134,ISO/DIS 19161-2,4020,1,
89135,ISO/PWI 25148-1,0060,1,
89136,ISO/PWI 25148-2,0060,1,
89137,ISO/CD 25149,3060,1,
89138,ISO/DIS 25150,4060,1,
89139,ISO/DIS 25151,4060,1,
89140,ISO/DIS 25152,4060,1,
89141,ISO/DIS 27502,4060,1,
89142,ISO 27916:2026,6060,2,2026-06-24
89144,ISO/DIS 25155,4020,1,
89145,ISO/WD 25156,2099,1,
89146,ISO/DIS 25158,4020,1,
89147,ISO/DIS 22075,4060,1,
89148,ISO/TR 24188:2025,6060,2,2025-02-11
89149,ISO/PWI 24533-1,0098,1,
89151,ISO/DIS 24920,4020,1,
89152,ISO/FDIS 25160,5000,1,
89153,ISO/DIS 25161,4020,1,
89154,ISO/NP 22308-2,1098,2,
89155,ISO/DIS 23640,4060,2,
89156,ISO/AWI 11899-2,2000,1,
89158,ISO/CD 10767-1,3060,3,
89159,AWI IWA 47,1099,1,
89160,ISO/CD 19443.2,3060,2,
89161,ISO/DIS 24941,4099,1,
89162,ISO 2230:2026,6060,3,2026-03-09
89163,ISO 8067,6000,4,
89164,ISO 3386-1:2025,6060,3,2025-07-07
89165,ISO 22762-1:2024,6060,4,2024-09-12
89166,ISO 22762-2:2024,6060,4,2024-09-12
89167,ISO/CD TS 17755-2,3060,2,
89168,ISO/FDIS 13785-1,5020,2,
89169,ISO 24131-4:2026,6060,1,2026-06-12
89170,ISO/NP TS 24939-1,1098,1,
89171,ISO/CD 18662-3,3098,1,
89172,ISO/DIS 19277-1,4060,1,
89174,ISO 20815:2026,6060,3,2026-06-17
89175,ISO 19828:2025,6060,2,2025-07-21
89176,ISO 7010:2019/Amd 8:2024,6060,3,2024-05-22
89177,ISO 80601-2-13:2022/Amd 1:2026,6060,2,2026-08-13
89178,ISO/DIS 6157-4,4060,1,
89179,ISO 15619:2025,6060,2,2025-12-17
89180,ISO/WD 22246,2098,1,
89181,ISO/CD 6858,3060,3,
89182,ISO/CD TS 55014,3060,1,
89183,ISO/PWI 22166-402,0060,1,
89184,ISO/FDIS 25063,5000,1,
89185,ISO 17168-1:2025,6060,2,2025-11-07
89186,ISO 17168-2:2025,6060,2,2025-11-07
89187,ISO 17168-3:2025,6060,2,2025-11-06
89188,ISO 17168-4:2025,6060,2,2025-11-07
89189,ISO 17168-5:2025,6060,2,2025-11-07
89190,ISO/DIS 16249,4060,2,
89191,ISO/WD 24930,2098,1,
89192,ISO/CD TR 25159,3099,1,
89193,ISO/PWI 25162,0060,1,
89194,ISO/DIS 20468-11,4060,1,
89195,ISO/CD 605,3060,3,
89196,ISO 7304-1:2025,6060,2,2025-11-10
89197,ISO 16358-1:2013/Amd 2:2024,6060,1,2024-12-13
89198,ISO/FDIS 25163,5000,1,
89199,ISO 7010:2019/DAmd 137,4098,3,
89200,ISO 7010:2019/DAmd 138,4098,3,
89201,ISO 7010:2019/DAmd 139,4098,3,
89202,ISO 7010:2019/DAmd 140,4098,3,
89203,ISO 7010:2019/DAmd 141,4098,3,
89204,ISO 7010:2019/DAmd 142,4098,3,
89205,ISO/NP 24505-3,1098,1,
89206,ISO/DIS 19885-3,4020,1,
89207,ISO 25164:2026,6060,1,2026-08-03
89208,ISO/TS 17595:2025,6060,1,2025-06-24
89209,ISO/DIS 19885-2,4020,1,
89210,ISO/DIS 9285-1,4060,1,
89211,ISO 8159:2025,6060,2,2025-12-08
89212,ISO 1139:2025,6060,2,2025-11-26
89213,ISO/WD TR 25165.4,2060,1,
89214,ISO/NP TS 10303-1856,1098,1,
89215,ISO/NP TS 10303-1857,1098,1,
89216,ISO/CD 7186,3060,4,
89217,ISO/DIS 13470,4060,2,
89218,ISO/AWI 23218-3,2000,1,
89221,ISO/IEC 15067-3-30:2024,6060,1,2024-03-22
89222,ISO/IEC 15067-3-31:2024,6060,1,2024-03-22
89223,ISO/AWI 25168,2000,1,
89224,ISO/CD 25169,3060,1,
89225,ISO/DIS 25167,4000,1,
89226,ISO/PWI 24111,0060,1,
89227,ISO 25166:2026,6060,1,2026-05-13
89228,ISO/DTS 25170,5000,1,
89229,ISO 24194,6000,2,
89230,ISO/PAS 25171:2026,6060,1,2026-06-30
89231,ISO/WD 21111-12.6,2020,1,
89232,ISO/WD 21111-13.5,2020,1,
89233,ISO 14306-3:2025,6060,1,2025-06-25
89235,ISO/DIS 17519,4060,1,
89236,ISO/FDIS 23494-3,5000,1,
89237,ISO/CD 25172.2,3060,1,
89238,ISO/CD 8250,3060,1,
89239,ISO/DIS 25173,4020,1,
89240,IWA 48:2024,6060,1,2024-11-14
89242,ISO 23499:2026,6060,3,2026-02-06
89243,ISO 23402-1:2026,6060,2,2026-07-09
89244,IEC/PWI 80601-2-60,0098,3,
89245,IEC/PWI 80601-2-60/NP Amd 1,1098,3,
89246,IEC 80601-2-60:2019/WD Amd 2,2098,2,
89247,ISO/DIS 15487,4060,4,
89248,ISO 1130:2026,6060,2,2026-01-30
89249,ISO 15747:2026,6060,4,2026-05-12
89250,ISO 13926-1:2026,6060,5,2026-08-26
89251,ISO/AWI TS 25174,2000,1,
89252,ISO 25175:2026,6060,1,2026-06-25
89253,ISO/DIS 21293,4020,1,
89254,ISO/DIS 8092-6,4060,1,
89255,ISO/IEC DIS 22678,4020,1,
89256,ISO/DIS 18119,4060,2,
89257,ISO 22932-5:2026,6060,2,2026-07-02
89258,ISO/CIE DIS 25176,4020,1,
89259,ISO/NP TS 25180,1098,1,
89260,ISO/WD 25181,2060,1,
89261,ISO/CD 32095-1,3098,1,
89264,ISO/DIS 19227,4020,2,
89265,ISO/TS 20721:2025,6060,2,2025-05-30
89266,ISO 23494-1:2026,6060,1,2026-06-10
89267,ISO/CD TR 25182,3099,1,
89268,ISO/CD 11228-2,3060,2,
89269,ISO/DIS 14488,4000,2,
89270,ISO/WD 25183,2098,1,
89271,ISO/CD 18639-3,3098,2,
89272,ISO/CD 18639-6,3098,2,
89273,ISO 25184:2026,6060,1,2026-04-02
89274,ISO 25186:2026,6060,1,2026-08-03
89275,ISO/DIS 21274,4000,1,
89276,ISO 22514-7,6000,3,
89277,ISO/DIS 9405,4099,3,
89278,ISO/CD 24343-2,3098,3,
89279,ISO/DIS 6356,4060,3,
89280,ISO/IEC 24216-1:2026,6060,1,2026-05-25
89281,ISO 32543-3:2026,6060,1,2026-01-09
89282,ISO 32543-2:2026,6060,1,2026-01-09
89283,ISO/TS 21569-6:2026,6060,2,2026-01-29
89284,ISO/CD 1496-3,3092,6,
89285,ISO/IEC 29138-4:2026,6060,1,2026-06-26
89286,IEC/AWI 82079-3,2000,1,
89287,ISO/IEC PWI 30113-4,0098,2,
89288,ISO/IEC DIS 30150-11,4060,1,
89289,ISO/CD 5877,3060,1,
89290,ISO 22762-3:2024,6060,4,2024-09-12
